,symbol,date,open,high,low,close,volume,adjclose
0,AAC,2021-03-25,9.949999809265137,9.949999809265137,9.520000457763672,9.869999885559082,117100,9.869999885559082
1,AAC,2021-03-26,9.850000381469727,9.960000038146973,9.75,9.960000038146973,158300,9.960000038146973
2,AAC,2021-03-29,9.699999809265137,9.902000427246094,9.5,9.779999732971191,53600,9.779999732971191
3,AAC,2021-03-30,9.800000190734863,9.850000381469727,9.800000190734863,9.829999923706055,52300,9.829999923706055
4,AAC,2021-03-31,9.75,9.899999618530273,9.75,9.899999618530273,78600,9.899999618530273
5,AAC,2021-04-01,9.979999542236328,9.979999542236328,9.739999771118164,9.770000457763672,151900,9.770000457763672
6,AAC,2021-04-05,9.819999694824219,10.0,9.8100004196167,10.0,208100,10.0
7,AAC,2021-04-06,9.859999656677246,9.869999885559082,9.800000190734863,9.850000381469727,242900,9.850000381469727
8,AAC,2021-04-07,9.869999885559082,9.869999885559082,9.770000457763672,9.859999656677246,250200,9.859999656677246
9,AAC,2021-04-08,9.829999923706055,9.920000076293945,9.8100004196167,9.890000343322754,59800,9.890000343322754
10,AAC,2021-04-09,9.866000175476074,9.888999938964844,9.84000015258789,9.875,18400,9.875
11,AAC,2021-04-12,9.880000114440918,9.949999809265137,9.880000114440918,9.949999809265137,20200,9.949999809265137
12,AAC,2021-04-13,9.989999771118164,9.989999771118164,9.899999618530273,9.90999984741211,126600,9.90999984741211
13,AAC,2021-04-14,9.90999984741211,9.930000305175781,9.890000343322754,9.899999618530273,458400,9.899999618530273
14,AAC,2021-04-15,9.899999618530273,9.920000076293945,9.819999694824219,9.869999885559082,251400,9.869999885559082
15,AAC,2021-04-16,9.90999984741211,9.90999984741211,9.829999923706055,9.829999923706055,29200,9.829999923706055
16,AAC,2021-04-19,9.850000381469727,9.864999771118164,9.800000190734863,9.84000015258789,438100,9.84000015258789
17,AAC,2021-04-20,10.0,10.0,9.739999771118164,9.8100004196167,165100,9.8100004196167
18,AAC,2021-04-21,9.800000190734863,9.8100004196167,9.770000457763672,9.800000190734863,342800,9.800000190734863
19,AAC,2021-04-22,9.779999732971191,9.819999694824219,9.779999732971191,9.800000190734863,69200,9.800000190734863
20,AAC,2021-04-23,9.800000190734863,9.8100004196167,9.789999961853027,9.8100004196167,195300,9.8100004196167
21,AAC,2021-04-26,9.789999961853027,9.859999656677246,9.779999732971191,9.800000190734863,86100,9.800000190734863
22,AAC,2021-04-27,9.84000015258789,9.869000434875488,9.791000366210938,9.800000190734863,109500,9.800000190734863
23,AAC,2021-04-28,9.84000015258789,9.84000015258789,9.789999961853027,9.800000190734863,139800,9.800000190734863
24,AAC,2021-04-29,9.8100004196167,9.859999656677246,9.805000305175781,9.819999694824219,58500,9.819999694824219
25,AAC,2021-04-30,9.8100004196167,9.869999885559082,9.75,9.829999923706055,901500,9.829999923706055
26,AAC,2021-05-03,9.869999885559082,9.869999885559082,9.800000190734863,9.8100004196167,2208200,9.8100004196167
27,AAC,2021-05-04,9.829999923706055,9.848999977111816,9.8100004196167,9.829999923706055,406200,9.829999923706055
28,AAC,2021-05-05,9.829999923706055,9.850000381469727,9.819999694824219,9.829999923706055,64700,9.829999923706055
29,AAC,2021-05-06,9.819999694824219,9.859999656677246,9.800000190734863,9.8100004196167,340400,9.8100004196167
30,AAC,2021-05-07,9.8100004196167,9.859999656677246,9.800000190734863,9.824999809265137,95800,9.824999809265137
31,AAC,2021-05-10,9.880000114440918,9.880000114440918,9.819999694824219,9.859999656677246,76100,9.859999656677246
32,AAC,2021-05-11,9.8100004196167,9.859999656677246,9.779999732971191,9.84000015258789,594500,9.84000015258789
33,AAC,2021-05-12,9.84000015258789,9.895000457763672,9.829999923706055,9.880000114440918,1527500,9.880000114440918
34,AAC,2021-05-13,9.819999694824219,9.890000343322754,9.789999961853027,9.789999961853027,377600,9.789999961853027
35,AAC,2021-05-14,9.819999694824219,9.829999923706055,9.760000228881836,9.819999694824219,165500,9.819999694824219
36,AAC,2021-05-17,9.819999694824219,9.819999694824219,9.760000228881836,9.760000228881836,71500,9.760000228881836
37,AAC,2021-05-18,9.760000228881836,9.789999961853027,9.75,9.770000457763672,529800,9.770000457763672
38,AAC,2021-05-19,9.779999732971191,9.819999694824219,9.75,9.789999961853027,592200,9.789999961853027
39,AAC,2021-05-20,9.779999732971191,9.800000190734863,9.770000457763672,9.770000457763672,53500,9.770000457763672
40,AAC,2021-05-21,9.789999961853027,9.789999961853027,9.779999732971191,9.779999732971191,391900,9.779999732971191
41,AAC,2021-05-24,9.760000228881836,9.819999694824219,9.760000228881836,9.800000190734863,36600,9.800000190734863
42,AAC,2021-05-25,9.800000190734863,9.859999656677246,9.789999961853027,9.8100004196167,59400,9.8100004196167
43,AAC,2021-05-26,9.800000190734863,9.854999542236328,9.779999732971191,9.819999694824219,226700,9.819999694824219
44,AAC,2021-05-27,9.829999923706055,9.854999542236328,9.8100004196167,9.850000381469727,84300,9.850000381469727
45,AAC,2021-05-28,9.829999923706055,9.84000015258789,9.770000457763672,9.770000457763672,29600,9.770000457763672
46,AAC,2021-06-01,9.770000457763672,9.859999656677246,9.760000228881836,9.819999694824219,1352500,9.819999694824219
47,AAC,2021-06-02,9.819999694824219,9.859999656677246,9.789999961853027,9.789999961853027,673100,9.789999961853027
48,AAC,2021-06-03,9.819999694824219,9.850000381469727,9.800000190734863,9.850000381469727,183700,9.850000381469727
49,AAC,2021-06-04,9.850000381469727,9.850000381469727,9.770000457763672,9.770000457763672,53900,9.770000457763672
50,AAC,2021-06-07,9.8100004196167,9.819999694824219,9.770000457763672,9.779999732971191,1878500,9.779999732971191
51,AAC,2021-06-08,9.800000190734863,9.84000015258789,9.770000457763672,9.8100004196167,498400,9.8100004196167
52,AAC,2021-06-09,9.8100004196167,9.829999923706055,9.777999877929688,9.779999732971191,214000,9.779999732971191
53,AAC,2021-06-10,9.789999961853027,9.819999694824219,9.770000457763672,9.789999961853027,45500,9.789999961853027
54,AAC,2021-06-11,9.819999694824219,9.819999694824219,9.789999961853027,9.800000190734863,22100,9.800000190734863
55,AAC,2021-06-14,9.8100004196167,9.8100004196167,9.777999877929688,9.789999961853027,49600,9.789999961853027
56,AAC,2021-06-15,9.789999961853027,9.819999694824219,9.779999732971191,9.800000190734863,53300,9.800000190734863
57,AAC,2021-06-16,9.789999961853027,9.800000190734863,9.760000228881836,9.760000228881836,116700,9.760000228881836
58,AAC,2021-06-17,9.760000228881836,9.770000457763672,9.75,9.760000228881836,18200,9.760000228881836
59,AAC,2021-06-18,9.765999794006348,9.770000457763672,9.75,9.75,25900,9.75
