,symbol,date,open,high,low,close,volume,adjclose,dividends
0,AACG,2008-01-29,9.5,9.989999771118164,8.569999694824219,8.75,1489000,0.7025894522666931,0.0
1,AACG,2008-01-30,8.75,9.149999618530273,8.300000190734863,8.5,219000,0.682515561580658,0.0
2,AACG,2008-01-31,8.489999771118164,10.300000190734863,8.489999771118164,9.550000190734863,182300,0.7668262124061584,0.0
3,AACG,2008-02-01,9.930000305175781,9.9399995803833,9.5,9.510000228881836,28200,0.7636143565177917,0.0
4,AACG,2008-02-04,9.5,9.710000038146973,9.5,9.5,8300,0.7628114223480225,0.0
5,AACG,2008-02-05,9.5,9.5,9.029999732971191,9.109999656677246,29500,0.7314959764480591,0.0
6,AACG,2008-02-06,9.0,9.430000305175781,8.670000076293945,9.0,16000,0.7226634621620178,0.0
7,AACG,2008-02-07,9.0,9.5,9.0,9.399999618530273,6000,0.7547818422317505,0.0
8,AACG,2008-02-08,9.119999885559082,9.289999961853027,9.0,9.010000228881836,7900,0.7234664559364319,0.0
9,AACG,2008-02-11,9.050000190734863,9.170000076293945,9.0,9.039999961853027,3500,0.7258753180503845,0.0
10,AACG,2008-02-12,9.050000190734863,9.170000076293945,9.0,9.100000381469727,28900,0.7306931018829346,0.0
11,AACG,2008-02-13,9.010000228881836,9.050000190734863,9.0,9.010000228881836,13200,0.7234664559364319,0.0
12,AACG,2008-02-14,9.09000015258789,9.09000015258789,9.0,9.0600004196167,13100,0.7274811863899231,0.0
13,AACG,2008-02-15,9.010000228881836,9.069999694824219,9.0,9.0,10000,0.7226634621620178,0.0
14,AACG,2008-02-19,9.199999809265137,9.25,9.100000381469727,9.199999809265137,3100,0.7387226223945618,0.0
15,AACG,2008-02-20,9.199999809265137,9.609999656677246,9.199999809265137,9.609999656677246,23000,0.7716439366340637,0.0
16,AACG,2008-02-21,9.529999732971191,10.300000190734863,9.529999732971191,9.899999618530273,86500,0.7949298024177551,0.0
17,AACG,2008-02-22,9.720000267028809,9.720000267028809,9.619999885559082,9.619999885559082,3200,0.772446870803833,0.0
18,AACG,2008-02-25,9.550000190734863,9.550000190734863,9.300000190734863,9.479999542236328,6600,0.7612054347991943,0.0
19,AACG,2008-02-26,9.5,9.65999984741211,9.5,9.5600004196167,7700,0.7676291465759277,0.0
20,AACG,2008-02-27,9.619999885559082,9.720000267028809,9.510000228881836,9.510000228881836,1700,0.7636143565177917,0.0
21,AACG,2008-02-28,9.5,9.899999618530273,9.319999694824219,9.649999618530273,6900,0.7748557329177856,0.0
22,AACG,2008-02-29,9.539999961853027,10.399999618530273,9.539999961853027,10.300000190734863,12100,0.8270481824874878,0.0
23,AACG,2008-03-03,10.09000015258789,10.649999618530273,10.09000015258789,10.359999656677246,12400,0.8318658471107483,0.0
24,AACG,2008-03-04,10.109999656677246,10.25,10.0600004196167,10.199999809265137,3600,0.8190186619758606,0.0
