,symbol,date,open,high,low,close,volume,adjclose,dividends
0,AAN,2020-11-25,30.0,31.0,26.5,26.5,1200,25.332660675048828,0.0
1,AAN,2020-11-27,26.350000381469727,26.350000381469727,22.299999237060547,22.299999237060547,5200,21.31767463684082,0.0
2,AAN,2020-11-30,23.288000106811523,23.5,19.190000534057617,19.190000534057617,65100,18.34467315673828,0.0
3,AAN,2020-12-01,21.700000762939453,22.110000610351562,16.739999771118164,18.40999984741211,8782600,17.599031448364258,0.0
4,AAN,2020-12-02,18.1299991607666,18.600000381469727,17.260000228881836,18.25,2105400,17.44607925415039,0.0
5,AAN,2020-12-03,18.389999389648438,19.139999389648438,18.030000686645508,18.75,1555600,17.92405128479004,0.0
6,AAN,2020-12-04,18.75,19.31999969482422,18.65999984741211,19.0,1390600,18.163040161132812,0.0
7,AAN,2020-12-07,18.989999771118164,19.209999084472656,17.75,18.0,1481500,17.20709228515625,0.0
8,AAN,2020-12-08,17.75,18.030000686645508,16.579999923706055,17.229999542236328,3246400,16.47100830078125,0.0
9,AAN,2020-12-09,17.450000762939453,17.700000762939453,16.950000762939453,17.290000915527344,1793400,16.528366088867188,0.0
10,AAN,2020-12-10,17.100000381469727,17.700000762939453,17.09000015258789,17.6200008392334,728800,16.84383201599121,0.0
11,AAN,2020-12-11,17.469999313354492,17.790000915527344,17.31999969482422,17.719999313354492,844500,16.939424514770508,0.0
12,AAN,2020-12-14,18.079999923706055,18.559999465942383,17.950000762939453,17.979999542236328,1038500,17.187973022460938,0.0
13,AAN,2020-12-15,18.010000228881836,18.270000457763672,17.440000534057617,17.989999771118164,964100,17.197532653808594,0.0
14,AAN,2020-12-16,18.0,18.399999618530273,17.899999618530273,18.030000686645508,542400,17.235767364501953,0.0
15,AAN,2020-12-17,17.8799991607666,18.81999969482422,17.530000686645508,18.75,670900,17.92405128479004,0.0
16,AAN,2020-12-18,18.809999465942383,18.979999542236328,17.520000457763672,18.15999984741211,1919800,17.360042572021484,0.0
17,AAN,2020-12-21,17.829999923706055,18.190000534057617,17.3799991607666,18.010000228881836,674300,17.216650009155273,0.0
